,imname,grade
9280,cow_1+_569.jpg,1+
9281,cow_1+_4709.jpg,1+
9282,cow_2_3871.jpg,2
9283,cow_2_4617.jpg,2
9284,cow_1++_2267.jpg,1++
9285,cow_1+_1146.jpg,1+
9286,cow_1_5409.jpg,1
9287,cow_1_1908.jpg,1
9288,cow_1+_3534.jpg,1+
9289,cow_3_1436.jpg,3
9290,cow_3_1580.jpg,3
9291,cow_1++_5265.jpg,1++
9293,cow_2_1414.jpg,2
9294,cow_3_3522.jpg,3
9295,cow_1_5973.jpg,1
9296,cow_1_3328.jpg,1
9298,cow_1_902.jpg,1
9299,cow_1+_723.jpg,1+
9300,cow_1+_4237.jpg,1+
9302,cow_1+_5876.jpg,1+
9303,cow_1+_3367.jpg,1+
9304,cow_2_809.jpg,2
9306,cow_3_2846.jpg,3
9307,cow_1_640.jpg,1
9309,cow_1+_2384.jpg,1+
9310,cow_1_4489.jpg,1
9311,cow_1+_2826.jpg,1+
9313,cow_2_4652.jpg,2
9315,cow_1_5688.jpg,1
9317,cow_3_2953.jpg,3
9318,cow_2_219.jpg,2
9320,cow_2_5245.jpg,2
9321,cow_3_685.jpg,3
9323,cow_1++_2327.jpg,1++
9326,cow_1+_4029.jpg,1+
9328,cow_1_3092.jpg,1
9331,cow_1_3199.jpg,1
9332,cow_1_3283.jpg,1
9334,cow_1++_4906.jpg,1++
9335,cow_1++_2076.jpg,1++
9336,cow_1++_5702.jpg,1++
9337,cow_2_1487.jpg,2
9339,cow_2_3000.jpg,2
9342,cow_1_2900.jpg,1
9344,cow_1+_1688.jpg,1+
9345,cow_1+_1439.jpg,1+
9347,cow_3_2298.jpg,3
9348,cow_1_530.jpg,1
9350,cow_3_1416.jpg,3
9352,cow_1++_642.jpg,1++
9353,cow_1++_4599.jpg,1++
9359,cow_1++_5263.jpg,1++
9361,cow_1++_5195.jpg,1++
9364,cow_1_1678.jpg,1
9365,cow_1++_3402.jpg,1++
9367,cow_1+_4140.jpg,1+
9369,cow_1+_5344.jpg,1+
9373,cow_1+_2687.jpg,1+
9376,cow_3_3464.jpg,3
9377,cow_1++_2429.jpg,1++
9379,cow_1_3031.jpg,1
9380,cow_3_2205.jpg,3
9381,cow_2_5770.jpg,2
9382,cow_3_3090.jpg,3
9384,cow_2_5559.jpg,2
9387,cow_1_5379.jpg,1
9389,cow_1_2098.jpg,1
9390,cow_2_2085.jpg,2
9391,cow_1_3439.jpg,1
9393,cow_1++_5152.jpg,1++
9394,cow_1++_289.jpg,1++
9395,cow_1+_5183.jpg,1+
9396,cow_3_3335.jpg,3
9398,cow_1_3781.jpg,1
9403,cow_2_442.jpg,2
9405,cow_1+_552.jpg,1+
9406,cow_2_3324.jpg,2
9407,cow_1_2372.jpg,1
9408,cow_2_2238.jpg,2
9409,cow_1++_4394.jpg,1++
9410,cow_1_671.jpg,1
9413,cow_2_2827.jpg,2
9415,cow_1+_1641.jpg,1+
9416,cow_1_5810.jpg,1
9417,cow_1++_5288.jpg,1++
9418,cow_1++_4970.jpg,1++
9421,cow_1++_83.jpg,1++
9422,cow_1++_4.jpg,1++
9423,cow_1+_3892.jpg,1+
9424,cow_1+_2984.jpg,1+
9425,cow_1++_1551.jpg,1++
9427,cow_1_2504.jpg,1
9430,cow_1++_3490.jpg,1++
9431,cow_2_2545.jpg,2
9432,cow_1++_1510.jpg,1++
9433,cow_1++_634.jpg,1++
9434,cow_1++_4153.jpg,1++
9435,cow_1+_5660.jpg,1+
9436,cow_1++_1647.jpg,1++
9437,cow_1_1531.jpg,1
9438,cow_1++_5790.jpg,1++
9439,cow_3_3341.jpg,3
9440,cow_1++_1876.jpg,1++
9441,cow_3_34.jpg,3
9442,cow_1_1805.jpg,1
9446,cow_1_5943.jpg,1
9448,cow_1+_4255.jpg,1+
9449,cow_2_874.jpg,2
9450,cow_1+_4623.jpg,1+
9451,cow_1++_138.jpg,1++
9452,cow_1++_335.jpg,1++
9454,cow_2_1019.jpg,2
9455,cow_1_4991.jpg,1
9456,cow_3_3105.jpg,3
9457,cow_1_2524.jpg,1
9458,cow_2_1016.jpg,2
9459,cow_1++_3180.jpg,1++
9461,cow_1+_3507.jpg,1+
9462,cow_1++_3370.jpg,1++
9464,cow_3_736.jpg,3
9466,cow_1+_3516.jpg,1+
9468,cow_3_1346.jpg,3
9469,cow_1_5092.jpg,1
9470,cow_3_157.jpg,3
9471,cow_1_2300.jpg,1
9472,cow_1_4155.jpg,1
9475,cow_2_1.jpg,2
9476,cow_1+_1274.jpg,1+
9478,cow_2_323.jpg,2
9479,cow_1+_915.jpg,1+
9482,cow_1+_4190.jpg,1+
9483,cow_1++_2544.jpg,1++
9485,cow_2_2554.jpg,2
9486,cow_1+_2698.jpg,1+
9492,cow_1+_2219.jpg,1+
9495,cow_1+_4461.jpg,1+
9496,cow_1+_3086.jpg,1+
9500,cow_1+_2543.jpg,1+
9501,cow_1_2088.jpg,1
9503,cow_1++_338.jpg,1++
9505,cow_1++_5286.jpg,1++
9507,cow_2_4467.jpg,2
9508,cow_1++_1229.jpg,1++
9510,cow_2_2116.jpg,2
9512,cow_3_3246.jpg,3
9513,cow_3_1597.jpg,3
9514,cow_1++_579.jpg,1++
9516,cow_2_2617.jpg,2
9519,cow_1+_5657.jpg,1+
9521,cow_1+_4153.jpg,1+
9523,cow_1++_2175.jpg,1++
9525,cow_1++_4555.jpg,1++
9526,cow_1_2871.jpg,1
9527,cow_1++_5552.jpg,1++
9529,cow_1_2719.jpg,1
9532,cow_2_2261.jpg,2
9537,cow_1++_1754.jpg,1++
9540,cow_3_2510.jpg,3
9542,cow_1++_4558.jpg,1++
9543,cow_2_2648.jpg,2
9545,cow_3_3321.jpg,3
9546,cow_1_576.jpg,1
9549,cow_1_632.jpg,1
9550,cow_1+_5946.jpg,1+
9551,cow_1_1621.jpg,1
9552,cow_1+_1569.jpg,1+
9553,cow_1+_3495.jpg,1+
9555,cow_1+_3264.jpg,1+
9556,cow_1_1742.jpg,1
9560,cow_1+_1399.jpg,1+
9562,cow_1_635.jpg,1
9566,cow_1+_1084.jpg,1+
9567,cow_1_4164.jpg,1
9569,cow_2_5520.jpg,2
9570,cow_1_951.jpg,1
9571,cow_2_2618.jpg,2
9572,cow_3_793.jpg,3
9573,cow_1+_2730.jpg,1+
9574,cow_2_2330.jpg,2
9577,cow_1+_2722.jpg,1+
9579,cow_2_3654.jpg,2
9583,cow_3_2166.jpg,3
9584,cow_3_61.jpg,3
9585,cow_1+_3368.jpg,1+
9586,cow_1+_5717.jpg,1+
9588,cow_1++_4274.jpg,1++
9590,cow_2_5060.jpg,2
9591,cow_1+_1898.jpg,1+
9593,cow_1++_1889.jpg,1++
9594,cow_1_3932.jpg,1
9595,cow_3_3945.jpg,3
9599,cow_3_3317.jpg,3
9600,cow_1_5295.jpg,1
9602,cow_1_233.jpg,1
9605,cow_1+_456.jpg,1+
9606,cow_1+_2391.jpg,1+
9609,cow_1++_5364.jpg,1++
9610,cow_1_1115.jpg,1
9611,cow_1++_1855.jpg,1++
9613,cow_1+_2523.jpg,1+
9614,cow_1_5650.jpg,1
9615,cow_1_2007.jpg,1
9618,cow_1+_2179.jpg,1+
9620,cow_1+_5071.jpg,1+
9623,cow_2_3150.jpg,2
9625,cow_3_56.jpg,3
9627,cow_1+_4807.jpg,1+
9628,cow_2_3401.jpg,2
9629,cow_1+_5849.jpg,1+
9631,cow_1_4731.jpg,1
9633,cow_1+_1364.jpg,1+
9635,cow_1+_4077.jpg,1+
9636,cow_2_1917.jpg,2
9639,cow_1_3830.jpg,1
9642,cow_3_1587.jpg,3
9645,cow_1_5948.jpg,1
9647,cow_3_2733.jpg,3
9650,cow_3_3966.jpg,3
9651,cow_1++_1445.jpg,1++
9653,cow_2_5524.jpg,2
9654,cow_1+_5141.jpg,1+
9655,cow_1_5227.jpg,1
9656,cow_2_1469.jpg,2
9657,cow_1_3500.jpg,1
9658,cow_1+_5619.jpg,1+
9659,cow_3_3047.jpg,3
9661,cow_1+_4192.jpg,1+
9664,cow_1+_4802.jpg,1+
9665,cow_1+_2305.jpg,1+
9666,cow_2_4130.jpg,2
9669,cow_3_417.jpg,3
9673,cow_2_4770.jpg,2
9674,cow_2_720.jpg,2
9675,cow_2_3770.jpg,2
9676,cow_1_478.jpg,1
9677,cow_1++_1585.jpg,1++
9678,cow_1+_2468.jpg,1+
9680,cow_3_2970.jpg,3
9681,cow_1++_2563.jpg,1++
9683,cow_3_1581.jpg,3
9684,cow_2_4199.jpg,2
9686,cow_2_4043.jpg,2
9687,cow_1++_4109.jpg,1++
9689,cow_2_4665.jpg,2
9691,cow_2_196.jpg,2
9692,cow_1+_2433.jpg,1+
9693,cow_3_3146.jpg,3
9694,cow_2_1206.jpg,2
9695,cow_1+_1519.jpg,1+
9696,cow_1+_4826.jpg,1+
9698,cow_1++_203.jpg,1++
9699,cow_2_814.jpg,2
9700,cow_1+_1997.jpg,1+
9701,cow_2_4443.jpg,2
9702,cow_1_1298.jpg,1
9703,cow_2_1896.jpg,2
9704,cow_1+_4094.jpg,1+
9705,cow_3_798.jpg,3
9706,cow_3_1793.jpg,3
9708,cow_1++_1426.jpg,1++
9709,cow_1_3998.jpg,1
9710,cow_1++_1832.jpg,1++
9711,cow_1++_2409.jpg,1++
9712,cow_2_938.jpg,2
9713,cow_1+_1864.jpg,1+
9714,cow_3_2574.jpg,3
9715,cow_1_4003.jpg,1
9716,cow_1_1873.jpg,1
9720,cow_1++_3707.jpg,1++
9721,cow_1_5103.jpg,1
9723,cow_2_1368.jpg,2
9725,cow_1+_817.jpg,1+
9728,cow_1++_3286.jpg,1++
9729,cow_1+_2977.jpg,1+
9732,cow_1_5664.jpg,1
9737,cow_2_4070.jpg,2
9738,cow_1_365.jpg,1
9740,cow_1++_1248.jpg,1++
9742,cow_2_4658.jpg,2
9743,cow_1_1681.jpg,1
9744,cow_1+_5135.jpg,1+
9746,cow_1+_4214.jpg,1+
9747,cow_2_5938.jpg,2
9748,cow_1_5760.jpg,1
9749,cow_1++_5248.jpg,1++
9750,cow_1_4064.jpg,1
9752,cow_1++_2778.jpg,1++
9753,cow_1+_3164.jpg,1+
9756,cow_1+_4676.jpg,1+
9757,cow_2_3302.jpg,2
9758,cow_2_274.jpg,2
9761,cow_1_4016.jpg,1
9762,cow_1++_3453.jpg,1++
9766,cow_1+_4462.jpg,1+
9769,cow_1_1342.jpg,1
9770,cow_1+_1022.jpg,1+
9771,cow_1+_2096.jpg,1+
9772,cow_1+_1850.jpg,1+
9773,cow_1_777.jpg,1
9774,cow_2_5752.jpg,2
9775,cow_2_2807.jpg,2
9776,cow_1+_2535.jpg,1+
9778,cow_3_33.jpg,3
9779,cow_1++_5950.jpg,1++
9780,cow_3_3039.jpg,3
9781,cow_1+_4563.jpg,1+
9782,cow_3_258.jpg,3
9785,cow_3_3578.jpg,3
9787,cow_1_2440.jpg,1
9789,cow_2_4438.jpg,2
9792,cow_3_3644.jpg,3
9793,cow_2_2003.jpg,2
9794,cow_1++_3750.jpg,1++
9797,cow_2_1429.jpg,2
9802,cow_2_2110.jpg,2
9803,cow_1++_1220.jpg,1++
9804,cow_1++_5979.jpg,1++
9808,cow_3_284.jpg,3
9809,cow_2_3307.jpg,2
9810,cow_3_2541.jpg,3
9811,cow_1+_4680.jpg,1+
9812,cow_3_2778.jpg,3
9813,cow_1_686.jpg,1
9815,cow_2_5221.jpg,2
9816,cow_1+_3738.jpg,1+
9817,cow_1_3125.jpg,1
9818,cow_1++_2547.jpg,1++
9819,cow_1_585.jpg,1
9821,cow_1_1362.jpg,1
9823,cow_1+_4551.jpg,1+
9824,cow_1++_3067.jpg,1++
9825,cow_1_3541.jpg,1
9826,cow_1_4564.jpg,1
9827,cow_2_3028.jpg,2
9830,cow_1+_3243.jpg,1+
9832,cow_1+_1546.jpg,1+
9833,cow_1_3022.jpg,1
9835,cow_3_2890.jpg,3
9839,cow_1_2298.jpg,1
9841,cow_2_353.jpg,2
9842,cow_1+_16.jpg,1+
9844,cow_1++_5577.jpg,1++
9847,cow_1++_3951.jpg,1++
9848,cow_1++_1707.jpg,1++
9849,cow_1_5117.jpg,1
9850,cow_1+_2741.jpg,1+
9852,cow_3_3769.jpg,3
9853,cow_1++_2447.jpg,1++
9855,cow_1+_1951.jpg,1+
9859,cow_2_5154.jpg,2
9860,cow_1_347.jpg,1
9861,cow_1_4763.jpg,1
9863,cow_1++_2169.jpg,1++
9864,cow_1_2950.jpg,1
9866,cow_1++_1067.jpg,1++
9867,cow_1+_4971.jpg,1+
9870,cow_3_3788.jpg,3
9873,cow_2_375.jpg,2
9874,cow_1++_3682.jpg,1++
9875,cow_2_4460.jpg,2
9878,cow_1+_318.jpg,1+
9879,cow_1++_4801.jpg,1++
9881,cow_2_319.jpg,2
9883,cow_1_275.jpg,1
9890,cow_1+_2022.jpg,1+
9891,cow_3_3555.jpg,3
9892,cow_1+_3663.jpg,1+
9894,cow_1++_502.jpg,1++
9895,cow_1_1826.jpg,1
9896,cow_1+_4706.jpg,1+
9900,cow_1+_1817.jpg,1+
9902,cow_1_5534.jpg,1
9903,cow_1++_31.jpg,1++
9904,cow_1+_1597.jpg,1+
9906,cow_1+_5495.jpg,1+
9907,cow_3_2184.jpg,3
9908,cow_1+_5962.jpg,1+
9914,cow_1+_1886.jpg,1+
9915,cow_1_3397.jpg,1
9916,cow_1+_2527.jpg,1+
9917,cow_3_343.jpg,3
9918,cow_2_3498.jpg,2
9920,cow_1_2662.jpg,1
9924,cow_1+_1007.jpg,1+
9925,cow_3_1479.jpg,3
9926,cow_1++_5904.jpg,1++
9927,cow_1+_4922.jpg,1+
9930,cow_1_1462.jpg,1
9933,cow_3_3630.jpg,3
9934,cow_1+_4747.jpg,1+
9936,cow_1+_1685.jpg,1+
9938,cow_2_2372.jpg,2
9939,cow_2_4954.jpg,2
9940,cow_3_3212.jpg,3
9942,cow_2_2351.jpg,2
9944,cow_3_3027.jpg,3
9945,cow_1_3721.jpg,1
9947,cow_1+_4254.jpg,1+
9952,cow_3_740.jpg,3
9955,cow_1++_3856.jpg,1++
9956,cow_1_3832.jpg,1
9958,cow_1++_4777.jpg,1++
9959,cow_1+_4949.jpg,1+
9961,cow_1++_4785.jpg,1++
9962,cow_1_4054.jpg,1
9963,cow_1+_5468.jpg,1+
9964,cow_1_96.jpg,1
9965,cow_1+_3578.jpg,1+
9967,cow_2_4758.jpg,2
9968,cow_1+_219.jpg,1+
9969,cow_1_3317.jpg,1
9970,cow_1_2715.jpg,1
9974,cow_1_3151.jpg,1
9979,cow_3_3781.jpg,3
9982,cow_3_3367.jpg,3
9984,cow_1_30.jpg,1
9986,cow_2_4427.jpg,2
9987,cow_2_1038.jpg,2
9988,cow_1+_4828.jpg,1+
9992,cow_1+_643.jpg,1+
9996,cow_1_3129.jpg,1
9997,cow_1+_3478.jpg,1+
9999,cow_2_5899.jpg,2
